user,U1001,U1002,U1003,U1004,U1005,U1006,U1007,U1008,U1009,U1010,U1011,U1012,U1013,U1014,U1015,U1016,U1017,U1018,U1019,U1020,U1021,U1022,U1023,U1024,U1025,U1026,U1027,U1028,U1029,U1030,U1031,U1032,U1033,U1034,U1035,U1036,U1037,U1038,U1039,U1040,U1041,U1042,U1043,U1044,U1045,U1046,U1047,U1048,U1049,U1050,U1051,U1052,U1053,U1054,U1055,U1056,U1057,U1058,U1059,U1060,U1061,U1062,U1063,U1064,U1065,U1066,U1067,U1068,U1069,U1070,U1071,U1072,U1073,U1074,U1075,U1076,U1077,U1078,U1079,U1080,U1081,U1082,U1083,U1084,U1085,U1086,U1087,U1088,U1089,U1090,U1091,U1092,U1093,U1094,U1095,U1096,U1097,U1098,U1099,U1100,U1101,U1102,U1103,U1104,U1105,U1106,U1107,U1108,U1109,U1110,U1111,U1112,U1113,U1114,U1115,U1116,U1117,U1118,U1119,U1120,U1121,U1122,U1123,U1124,U1125,U1126,U1127,U1128,U1129,U1130,U1131,U1132,U1133,U1134,U1135,U1136,U1137,U1138
U1001,1.0000000000000002,0.17752203303180877,-0.06480379242352036,-0.06074617204871309,0.00486543410775331,-0.06194044763513152,0.1389259492216513,-0.063104357405353,0.079133033726309,-0.050411661364396405,-0.034893865970705894,-0.04703167599117576,-0.06576038484141983,0.04822428221704118,-0.045658345543208016,0.10690239910208336,-0.028571169423674814,0.12345226041100671,0.0,-0.04069241733992633,-0.03705907230048988,0.2103478580178432,-0.021229556492448277,0.3867596834971101,0.03548006704992615,-0.03562895113574366,-0.06960575579871306,-0.04541893821752,0.11160373342590282,-0.03562895113574364,0.0,-0.058139534883720916,0.03994354374938561,-0.03705907230048988,-0.0509461966212014,0.4091757279021681,0.06811607750854688,-0.0348938659707059,-0.03489386597070589,-0.04052603783344718,-0.0509461966212014,-0.04603238827444767,-0.04822428221704123,-0.041665780923935844,0.3211186511117211,-0.06174486632073397,0.0,-0.05192678352665789,0.0,0.0,-0.0429616051855389,-0.040692417339926325,0.21980249002612223,0.4307546202269296,0.35426695898016214,0.21920128280473283,0.111369209277941,-0.06631939901898187,0.14379675749778795,-0.04166578092393583,-0.00950725749415668,0.0,-0.04541893821751998,-0.04052603783344718,-0.04565834554320802,-0.04565834554320801,-0.045658345543208016,-0.04822428221704122,-0.02122955649244828,-0.03489386597070591,0.3758826291008735,-0.028571169423674842,0.0,-0.03705907230048988,0.16220894927550225,0.11309283393639728,0.26785144879673073,-0.050946196621201395,-0.04069241733992634,-0.04987236538655539,0.17679879652761607,-0.021229556492448273,-0.05901706202909032,0.030140176385650756,0.1561305184260883,0.05350918526842119,-0.058139534883720936,0.035480067049926144,-0.07689275045750915,0.17707353626569822,-0.05418800739686292,0.3809447556344034,-0.060746172048713104,0.0,-0.06576038484141983,0.15530404404820883,-0.07795526350908366,0.04505565106473716,0.005145405526727831,-0.05303963895828485,0.1180341240581806,-0.04822428221704122,-0.054100373565037135,0.13892594922165136,0.0,0.017242322435819902,-0.03705907230048987,-0.06540285427487695,0.1280957496390158,-0.04166578092393585,-0.05901706202909032,-0.04822428221704122,-0.04541893821751997,-0.030140176385650735,0.07462520328865882,0.3604272874890308,-0.045658345543207995,-0.02122955649244829,-0.042961605185538876,0.016256402219058885,-0.03705907230048989,-0.07602684759264135,-0.059084329460772064,0.029226837707297698,-0.06576038484141984,-0.05552034291048923,-0.04296160518553889,0.0,-0.021229556492448273,-0.021229556492448277,-0.04166578092393585,0.3108721829014776,-0.058030891399293245,0.010439775949779026,0.0,-0.06631939901898186,0.09996712732740763,-0.035628951135743644
U1002,0.17752203303180877,1.0000000000000002,0.08637692165555079,0.10087567733330845,0.03596719221441605,-0.06967861161089982,0.011162988723243825,-0.07098792757366329,0.4857896832139716,-0.056709544521885064,-0.03925312501610967,-0.052907300639850434,0.15499685165842575,-0.07397577010970316,-0.051362401263903824,0.35079757039173765,-0.03214053972080609,-0.06172223973249869,0.0,-0.04577608415166161,-0.04168882860997434,0.016901887517538926,-0.023881745741048847,0.1799191511979282,-0.07539039047792144,-0.04008004370448132,0.3579498961141461,-0.05109308499803374,0.5507156440795039,-0.040080043704481344,0.0,-0.004671632448205493,0.09500258372026542,-0.041688828609974346,-0.0573108587837814,0.23132105891446858,-0.06567922056545543,0.3252401787049085,-0.03925312501610967,-0.04558891900425644,-0.0573108587837814,-0.051783172814497985,-0.054248898080448985,-0.04687104916589451,0.3917296369439664,0.19928002091124092,0.0,-0.05841394952246189,0.0,0.0,-0.048328759577871104,-0.04577608415166161,-0.0017960935776773974,0.24565351477926153,0.14930171825267555,0.3076452661705115,0.21253275081777417,0.011990028442779214,0.1784507991502283,-0.04687104916589452,0.16144342885159996,0.0,-0.0510930849980337,0.12374135158298179,-0.0513624012639038,-0.05136240126390383,-0.051362401263903824,-0.054248898080448985,-0.023881745741048854,-0.03925312501610967,0.20671010072056592,-0.032140539720806084,0.0,-0.04168882860997435,0.06340780295117418,-0.04687104916589453,0.3261842401136744,0.368426949324309,-0.0457760841516616,-0.05610287478638918,0.21735410583527612,-0.023881745741048847,-0.06639001009106342,0.15984050327275143,0.19280316792860408,0.30240338780851794,-0.06540285427487694,0.08932810972594048,0.11430210737957738,0.3959685194711343,-0.06095766604103526,-0.04558891900425645,-0.06833513625804766,0.0,-0.07397577010970316,-0.07764712777438494,0.053923728245870065,0.24835362228176067,-0.0694585965001836,-0.059665832974389536,0.028452861467598605,-0.054248898080448985,-0.0608590841940371,0.3067754678758107,0.0,0.20671010072056578,-0.04168882860997436,-0.024774774774774765,0.15984050327275143,-0.04687104916589456,-0.06639001009106342,0.3487429162314578,0.016683456325888562,-0.033905561300280614,-0.06156191234588631,0.27008649092466464,-0.05136240126390383,-0.023881745741048854,-0.04832875957787109,-0.060957666041035245,-0.041688828609974346,-0.016467510528766147,-0.0664656811820091,-0.07397577010970316,-0.016732614667670963,0.3241787115937749,-0.048328759577871104,0.0,-0.023881745741048847,-0.023881745741048847,-0.046871049165894546,0.3583686279008453,-0.06528063805842203,0.12806560773059913,0.0,0.27177397803632874,0.3352257720681261,0.33209179069427425
U1003,-0.06480379242352036,0.08637692165555079,1.0000000000000004,-0.06770921597225406,-0.06507762731843547,0.17463156375877112,-0.06882238580458998,-0.07033770886703752,0.2950499432806963,-0.056190109627070155,-0.03889358337218002,-0.05242269265411362,0.07617262264852231,-0.07329818405801201,-0.05089194388811475,-0.021931959737836716,-0.031846146281219734,-0.06115689071808685,0.0,-0.04535679502393497,-0.04130697697482988,-0.07033770886703757,-0.02366299928149634,-0.08508396731263632,-0.07469984711563353,-0.03971292784309788,0.041074057876503874,-0.05062509444273168,0.4377545838496873,-0.039712927843097885,0.0,-0.06480379242352037,0.06494986025450766,0.16927761152430296,-0.056785916110460875,0.17581982711954533,-0.06507762731843546,0.10981717658027303,-0.03889358337218002,-0.04517134422831085,-0.05678591611046087,-0.05130886135333469,-0.05375200164254214,-0.04644173063232822,-0.06507762731843549,-0.06882238580458998,0.0,0.2640144613473229,0.0,0.0,-0.04788608904754832,-0.04535679502393496,-0.015388670247884303,-0.07223194201449637,0.16994315516502206,-0.07329818405801203,0.10040325258700944,-0.07392127536407406,0.20113505111073338,-0.04644173063232822,0.32975461041306003,0.0,-0.05062509444273168,-0.04517134422831085,-0.05089194388811473,-0.0508919438881148,-0.05089194388811477,-0.05375200164254214,-0.023662999281496334,-0.038893583372180025,-0.021931959737836747,-0.03184614628121973,0.0,-0.0413069769748299,-0.07329818405801203,-0.04644173063232819,-0.046441730632328204,-0.05678591611046089,-0.045356795023934963,-0.05558899672390119,-0.05911931975626389,-0.02366299928149634,0.1663895277492783,0.052862722203602996,0.0759684492556161,0.23447762603861708,-0.06480379242352037,-0.07469984711563353,0.0235273018618999,0.11708845946031711,0.12435154156945157,0.09299982635240453,-0.06770921597225406,0.0,0.07617262264852244,0.07014745070344325,-0.08689090349393204,-0.04194860875976464,-0.06882238580458998,-0.05911931975626388,-0.06578190631948216,-0.05375200164254214,-0.0603016413109495,-0.06882238580458996,0.0,0.0956414326711849,-0.04130697697482984,0.2456535147792616,-0.07558875230982492,-0.04644173063232819,-0.06578190631948216,0.02845694204605174,-0.05062509444273165,0.22330794800026726,-0.06099803186097692,-0.06770921597225404,-0.0508919438881148,-0.023662999281496355,-0.0478860890475483,-0.06039932019087646,-0.04130697697482986,0.027958174110890303,-0.0658568842959707,-0.07329818405801204,-0.07329818405801203,-0.06188437496876906,-0.0478860890475483,0.0,-0.02366299928149634,-0.023662999281496375,-0.046441730632328204,-0.07392127536407404,-0.06468269565473649,0.3260484200890048,0.0,-0.003261232736650316,0.42953585199932043,0.2032367483735009
U1004,-0.06074617204871309,0.10087567733330845,-0.06770921597225406,1.0000000000000002,0.11522762645350532,0.021572498509223194,0.07526533640439148,-0.06593358821386774,-0.012861472829546375,-0.05267182581745307,-0.03645830311406131,-0.04914030164178776,-0.029010338482931598,-0.06870869640694331,-0.04770539907782964,0.29905509992793167,-0.02985213378322788,0.06688222007317314,0.0,-0.04251682765871823,-0.038720584649217606,0.048351298023503,-0.022181365808779982,0.15065121465953285,0.14416416787816014,-0.037226345204441715,0.05333274564791395,-0.04745525812597904,-0.061733325696278755,-0.03722634520444165,0.0,-0.008099489606495093,0.07790417404069097,-0.03872058464921759,-0.053230326513079934,-0.06870869640694331,-0.06100286106362041,-0.036458303114061306,-0.036458303114061306,-0.04234298866695167,-0.053230326513079934,-0.04809621170044353,-0.05038637736509182,-0.04353383118064959,0.02711238269494239,-0.06451314548947844,0.0,-0.054254877208002206,0.0,0.0,-0.04488775263354165,-0.04251682765871825,0.06098240702625503,0.13940132700169944,0.19011116753401608,0.06361916333976232,0.05333274564791403,0.08084156910101815,0.1502437642213326,-0.04353383118064956,0.24833768476412701,0.0,-0.04745525812597904,0.031051525022431227,-0.04770539907782965,-0.047705399077829655,-0.04770539907782967,-0.05038637736509181,-0.022181365808779982,-0.03645830311406131,0.1741485521668679,-0.02985213378322788,0.0,-0.0387205846492176,0.010688019441080068,-0.043533831180649574,0.010365197900154667,0.22356737135493565,-0.042516827658718254,-0.0521083509578653,0.10467773909037904,-0.022181365808779982,-0.06166304238585349,-0.07085584316966033,-0.060100710139876744,-0.02484809982285954,-0.06074617204871304,0.07276857997659521,0.03570674323367045,0.20207036755792018,-0.05661748114927649,-0.042342988666951714,-0.06346967559943581,0.0,-0.06870869640694331,0.1622669702893506,0.22546393538370726,0.16947245987690132,0.028672509106434846,-0.055417626577259446,0.10277173730975579,-0.0503863773650918,-0.056525918328279974,0.2150438182982615,0.0,0.04924200440580401,-0.0387205846492176,0.18548108412898634,0.20207036755792027,-0.04353383118064957,-0.06166304238585349,-0.05038637736509179,-0.047455258125979005,-0.031491485853182365,-0.05717870512644442,-0.0634696755994358,-0.04770539907782965,-0.02218136580877997,-0.044887752633541673,0.04151948617613607,-0.038720584649217585,-0.07943544738396273,-0.06173332569627877,0.06361916333976231,0.17940604061812987,0.10957359596590469,-0.04488775263354168,0.0,-0.022181365808779982,-0.02218136580877998,-0.04353383118064959,0.30604308302528316,-0.060632657625004395,-0.08362673137457947,0.0,0.23097591171719478,-0.07659598425054145,-0.037226345204441694
U1005,0.00486543410775331,0.03596719221441605,-0.06507762731843547,0.11522762645350532,0.9999999999999997,-0.06220218318076607,0.18989268721761787,-0.06337101116792673,-0.058276106724722096,0.4194616415158834,-0.0350413134851789,-0.047230413033732654,0.029350338628045883,0.553987641604366,-0.045851279440843336,0.3024385051184498,-0.02869189975262844,0.31797014734091317,0.0,-0.04086436721213897,-0.03721566911048416,0.11970079887275056,-0.021319264102972253,-0.021293529339579332,0.01847481046734082,-0.035779504825972606,0.08154986218084936,-0.04561086047559811,-0.05933399619390517,-0.035779504825972586,0.0,-0.05838520929304019,-0.06417972669035787,-0.03721566911048416,-0.0511614748615074,0.09294273898881196,0.04723127035830613,-0.0350413134851789,-0.0350413134851789,-0.04069728465244383,-0.051161474861507406,-0.04622690272698843,-0.04842805873627573,-0.04184184384115365,-0.0057003257328990305,-0.062005775417997656,0.0,-0.052146205334834966,0.0,0.0,-0.04314314373754958,-0.04086436721213897,0.3342146046400552,0.1008065207481648,-0.06897464324819931,0.2519237398907271,-0.06989988186929946,0.2490548972464334,-0.06417972669035786,-0.04184184384115365,-0.023338165546435904,0.0,-0.04561086047559811,0.22383506558844113,-0.04585127944084335,-0.045851279440843336,-0.045851279440843336,-0.04842805873627572,-0.021319264102972246,-0.035041313485178874,0.22740605155852897,-0.02869189975262845,0.0,-0.03721566911048416,0.6016819418749404,0.2171790942231308,-0.04184184384115364,0.05968838733842528,-0.04086436721213897,-0.05008310604576781,0.1390776040369564,-0.021319264102972253,-0.05926644451697489,-0.06810195759788767,0.210429037881856,0.03433088206895409,-0.058385209293040176,0.2329145748204036,-0.07721766845156196,-0.06810195759788767,-0.05441698423226482,-0.040697284652443835,-0.06100286106362041,0.0,-0.06603826191310319,-0.06931568746308249,-0.07828467125811751,0.12367250445892686,0.27385884142948963,-0.05326376324819607,0.13828837053960807,-0.048428058736275724,-0.054328980094933185,0.21788140528824165,0.0,0.26492227833848936,-0.03721566911048416,0.1376136049942876,0.2597963567623123,-0.04184184384115364,-0.0592664445169749,-0.04842805873627572,0.09556561242506276,-0.030267536710172332,0.16153849633263184,-0.06100286106362043,-0.04585127944084333,-0.021319264102972246,-0.0431431437375496,0.18138994744088272,-0.03721566911048418,0.06749615223607079,-0.05933399619390517,0.17243323943976954,0.5301404914690785,0.14558236856352003,-0.043143143737549565,0.0,-0.02131926410297226,-0.02131926410297226,-0.04184184384115364,0.023587371884063332,-0.05827610672472207,-0.08037649203446577,0.0,-0.0665996382608847,-0.07361900216342956,-0.0357795048259726
U1006,-0.06194044763513152,-0.06967861161089982,0.17463156375877112,0.021572498509223194,-0.06220218318076607,0.9999999999999993,0.016445370034033836,-0.06722984890113612,-0.06182470150693234,-0.053707358980191695,-0.03717507686066788,-0.05010640469949095,0.25688489195695413,-0.07005951598826024,-0.048643291813083994,-0.0771521155567513,-0.030439029605259512,-0.058454683674905465,0.0,-0.04335271258071873,-0.03948183506844279,-0.0672298489011361,-0.02261745359448599,-0.027108182123431815,-0.07139924679684159,-0.03795821873243288,0.07415628076104763,-0.04838823306605582,0.07693523300023626,-0.03795821873243286,0.0,-0.06194044763513149,0.14468659490866917,-0.03948183506844279,-0.05427683985322383,-0.07005951598826025,-0.06220218318076608,-0.03717507686066787,-0.03717507686066787,-0.04317545589765031,-0.05427683985322383,-0.04904178784945569,-0.05137697839139091,-0.04438971048972967,-0.062202183180766105,0.09867222020420251,0.0,0.1458476787352554,0.0,0.0,-0.045770250168636374,-0.04335271258071873,-0.07541139659273029,-0.06904038567207232,0.15790330383683432,-0.07005951598826025,0.07415628076104766,-0.07065507610861259,0.10213171405317824,-0.04438971048972967,0.273477629740311,0.0,-0.04838823306605581,-0.043175455897650296,-0.04864329181308404,-0.04864329181308405,-0.04864329181308403,-0.05137697839139087,-0.022617453594485994,-0.03717507686066785,-0.0036739102646072405,-0.030439029605259557,0.0,-0.03948183506844279,-0.07005951598826021,-0.044389710489729665,-0.04438971048972966,-0.054276839853223784,-0.04335271258071876,-0.053132806150656554,0.0376714282980594,-0.022617453594485987,0.03385595431685679,0.1685807103467512,-0.06128229588307234,0.12351600229716748,-0.06194044763513155,-0.07139924679684162,0.19114589151381448,0.2087189747150255,0.5195752764787898,0.04317545589765023,-0.06471749552766962,0.0,-0.0700595159882602,0.340106373212368,0.09749540744256181,-0.07680191321856686,-0.06578148013613501,-0.05650714244708911,-0.0628753437313054,-0.05137697839139091,-0.05763722332055522,0.043854320090756696,0.0,-0.003673910264607216,-0.03948183506844273,0.07963269898388547,-0.07224887586289339,-0.04438971048972966,-0.06287534373130542,0.15413093517417248,-0.04838823306605581,-0.032110611494619246,-0.05830284396997139,-0.02157249850922319,-0.048643291813084015,-0.022617453594486005,-0.04577025016863635,0.057730586275421075,-0.03948183506844279,-0.010564846424534279,-0.06294700881837512,-0.07005951598826025,-0.07005951598826024,-0.05915002415498528,-0.04577025016863634,0.0,-0.022617453594485984,-0.022617453594485987,-0.04438971048972967,-0.07065507610861262,-0.06182470150693232,-0.011122283603284462,0.0,-0.02649565354072974,0.13490322770210747,0.2657075311270298
U1007,0.1389259492216513,0.011162988723243825,-0.06882238580458998,0.07526533640439148,0.18989268721761787,0.016445370034033836,1.0000000000000004,0.041885978706680385,0.029414072705690186,0.07074634450705242,-0.03705769394412738,-0.04994819020694177,0.08147801450275192,0.005819858178767991,-0.048489697202249625,0.16114162393445144,-0.030342916231099745,0.4151745259486155,0.0,-0.04321582334544579,-0.039357168400823574,0.15078952334404946,-0.022546037396004696,0.006755646533542543,-0.07117379865966025,-0.03783836299042057,0.04620132943466079,-0.04823544382113166,0.050547200757603876,-0.03783836299042059,0.0,0.3395967647640368,0.0010605127707482784,-0.03935716840082359,-0.05410545691872562,0.1823555562680639,0.105926533005746,-0.037057693944127376,-0.03705769394412739,-0.04303912636280549,-0.05410545691872564,-0.048886934959394175,-0.051214751973158355,-0.04424954686071537,0.105926533005746,0.2896174863387978,0.0,-0.05514685168588996,0.0,0.0,-0.045625727388610315,-0.04321582334544578,0.3105843402706727,0.12853592642916062,0.17660040977810731,0.056258629061423975,-0.07392212709545729,0.07263297704711129,0.06999384286939092,-0.04424954686071535,0.011779621817273564,0.0,-0.04823544382113165,0.09683803431631234,-0.04848969720224958,-0.0484896972022496,-0.0484896972022496,-0.0512147519731584,-0.022546037396004692,-0.03705769394412741,0.16114162393445144,-0.030342916231099706,0.0,-0.03935716840082358,0.08147801450275198,0.05847261549451679,0.3666391025602133,-0.05410545691872565,-0.04321582334544577,-0.05296503558293672,0.09622822517478484,-0.022546037396004703,0.09401521562521914,0.12303543931051723,-0.06108879272906359,0.08760887881176863,-0.06174486632073389,0.26899509199312766,0.1395042095055204,0.25307289549236467,0.12948367026147145,0.3765923556745478,-0.06451314548947845,0.0,0.005819858178767999,0.0755950763094119,0.03419562255658255,0.23446318020936585,-0.06557377049180328,-0.05632871717548375,0.25070724166725084,-0.05121475197315838,-0.05745522973920976,0.28961748633879786,0.0,0.04211656080104983,-0.039357168400823636,0.3336493296169534,0.4481290797651359,-0.044249546860715396,0.09401521562521904,-0.0512147519731584,0.3996651059465195,-0.03200921998322402,0.19945297830329609,0.3548223001921314,-0.04848969720224961,-0.022546037396004682,-0.04562572738861034,0.2229996543392013,-0.039357168400823574,0.2615319316322981,-0.06274824921633586,0.30845248347470383,0.21387978806972396,0.3402671104635554,-0.04562572738861036,0.0,-0.022546037396004703,-0.0225460373960047,-0.04424954686071537,0.28723040923175824,-0.061629485669065176,0.03510935333649696,0.0,-0.07043197774265339,0.0371581906180574,-0.03783836299042058
U1008,-0.063104357405353,-0.07098792757366329,-0.07033770886703752,-0.06593358821386774,-0.06337101116792673,-0.06722984890113612,0.041885978706680385,0.9999999999999996,-0.06298643631629032,-0.05471656253354773,-0.03787362581888247,-0.05104794348726254,-0.07137598944412006,-0.009516798592549353,0.3799395879444069,-0.07860186454175586,-0.03101100293296809,0.03722068324771334,0.0,-0.04416734417711171,-0.04022372982924803,-0.06849315068493153,-0.023042453351853318,-0.08285269861479967,0.149760665866047,-0.038671483542902584,-0.0755497356519374,-0.04929748605630045,-0.06412983266558885,-0.038671483542902604,0.0,-0.06310435740535297,-0.06936723290514946,-0.04022372982924802,-0.0552967444004761,-0.07137598944412009,0.5544963477193591,0.20830494200385385,-0.03787362581888246,-0.04398675670143302,-0.055296744400476085,-0.049963321648554875,-0.052342392259021375,-0.045223828093151605,-0.06337101116792676,-0.06701756593068864,0.0,-0.05636106847311779,0.0,0.0,-0.046630309199377724,0.4343122177415987,-0.07682843609811715,-0.07033770886703754,-0.07454971202715102,-0.07137598944412006,-0.0755497356519374,-0.07198274060795525,-0.06936723290514946,-0.045223828093151605,-0.09975158272605493,0.0,-0.04929748605630046,-0.043986756701433,-0.04955733755796613,-0.04955733755796614,-0.04955733755796615,-0.052342392259021354,0.27650944022223983,-0.037873625818882456,-0.07860186454175588,-0.031011002932968098,0.0,-0.040223729829248024,-0.07137598944412005,-0.045223828093151626,-0.045223828093151626,-0.055296744400476085,-0.04416734417711173,-0.05413121340406101,0.06716378215838813,-0.023042453351853315,-0.06405682093511876,-0.07360648911424887,-0.06243383846377944,-0.06775836588306383,-0.06310435740535306,0.2053860560448647,-0.08345900283612201,-0.07360648911424886,-0.058815389436715465,-0.04398675670143302,-0.06593358821386777,0.0,-0.07137598944412009,-0.07491832209616692,-0.08461224913381783,-0.07824508162595968,-0.06701756593068865,-0.05756895613576127,-0.06405682093511877,0.49201848723480046,-0.05872027211843291,-0.06701756593068862,0.0,-0.07860186454175587,-0.04022372982924802,-0.07098792757366332,-0.07360648911424886,-0.04522382809315167,0.5124545674809501,-0.052342392259021354,-0.04929748605630047,-0.032713995161888346,0.08099781859612395,-0.06593358821386779,-0.049557337557966125,-0.023042453351853332,-0.04663030919937771,0.0941046230987448,-0.040223729829248024,-0.08251915624167946,-0.06412983266558886,0.23791996481373354,-0.07137598944412006,0.1355883742606721,-0.04663030919937771,0.0,-0.023042453351853315,-0.02304245335185332,0.5426859371178198,-0.07198274060795526,-0.06298643631629029,-0.08687314718483086,0.0,-0.07198274060795523,-0.07956946426327707,-0.03867148354290258
U1009,0.079133033726309,0.4857896832139716,0.2950499432806963,-0.012861472829546375,-0.058276106724722096,-0.06182470150693234,0.029414072705690186,-0.06298643631629032,1.0000000000000004,0.03463409495581945,-0.03482866092233756,-0.04694378940645548,0.03779128817764085,-0.06563750051906043,-0.045573025257056095,0.25314495870897846,-0.028517779395588604,-0.05476514183592206,0.0,-0.040616376724561296,-0.03698982120048647,0.18514194917212606,-0.02118988550101698,0.04386783614535326,-0.06689267021875404,-0.035562372457299915,0.0947395714840344,-0.04533406530416038,0.4831095909128465,-0.03556237245729993,0.0,0.2848789214147125,-0.06379024404813516,-0.036989821200486495,-0.05085099509731006,0.3653157857171952,-0.058276106724722096,0.3767827863416513,-0.03482866092233756,-0.040450308126130485,-0.05085099509731006,-0.04594636902663872,-0.04813416704731097,-0.041587921415255066,0.2860827057395447,0.05976192549727529,0.0,-0.05182974961146166,0.0,0.0,-0.04288132421161479,-0.040616376724561275,0.017240337997290862,0.11518362381297992,0.10201404449978424,0.19293447122269278,0.17684720010353083,0.031593292540451366,0.12468093154862796,-0.041587921415255094,0.05779963057508707,0.0,-0.04533406530416037,0.43759878790995704,-0.04557302525705609,-0.045573025257056116,-0.04557302525705608,-0.04813416704731099,-0.02118988550101698,-0.03482866092233756,0.17178811165788518,-0.028517779395588604,0.0,-0.03698982120048649,-0.06563750051906045,-0.04158792141525508,0.16905220003863414,0.3097287883199795,-0.04061637672456129,-0.04977917049665686,0.05133626713777485,-0.02118988550101698,-0.058906778737826494,0.15452161580528825,0.23338532349403066,-0.009710762612697139,-0.05803089139929324,-0.06689267021875404,0.07442333424534692,0.2878477887346297,-0.05408674800513299,-0.040450308126130485,-0.060632657625004416,0.0,-0.013923106170709796,-0.06889503660504978,0.08211526007565909,0.3000822677144699,0.05976192549727528,-0.05294052548583037,0.1552996893997245,-0.04813416704731098,-0.05399927793183847,-0.0009337800858948964,0.0,0.1717881116578852,-0.03698982120048648,-0.010173605931182649,0.11007955816217428,-0.04158792141525506,-0.058906778737826494,0.2931808356518035,0.03120396702753892,-0.03008385440456938,-0.05462288594718464,0.22599445114774377,-0.04557302525705612,-0.021189885501016973,-0.04288132421161479,-0.054086748005133,-0.03698982120048649,0.15806829388978746,-0.05897392046901575,-0.06563750051906042,-0.0009945075836221174,0.16289120003432367,-0.04288132421161477,0.0,-0.02118988550101698,-0.021189885501016976,-0.041587921415255094,0.22717081779086482,-0.05792245093346101,0.24850759100048733,0.0,0.1293820551656582,0.31990175950337774,-0.03556237245729992
U1010,-0.050411661364396405,-0.056709544521885064,-0.056190109627070155,-0.05267182581745307,0.4194616415158834,-0.053707358980191695,0.07074634450705242,-0.05471656253354773,0.03463409495581945,1.0000000000000002,-0.030255793386169638,-0.040780252683635214,0.013576083888397724,0.15476735632773375,-0.03958946452850414,0.048268701805300886,-0.02477350602566278,-0.04757469199997954,0.0,-0.03528360464427179,-0.03213320173660481,-0.0547165625335477,-0.01840773606039437,-0.06618785702651607,0.005371505500128169,-0.030893171454088233,0.1638174538689037,-0.03938187908677542,0.054483628319486124,-0.030893171454088243,0.0,0.13683165227479022,0.008905955374397147,-0.03213320173660482,-0.04417445748419773,0.17829923506762313,-0.05062468087260662,-0.030255793386169638,-0.030255793386169634,-0.035139340206047844,-0.04417445748419774,-0.03991378971515693,-0.04181433837626491,-0.036127589300834005,-0.0506246808726066,0.27788654238806165,0.0,0.10700676724251017,0.0,0.0,-0.03725117334728968,-0.035283604644271785,0.4785427818742978,-0.056190109627070155,0.056868230072935295,0.060639841368176385,-0.06035379879380663,0.34297185232962796,-0.05541483344069319,-0.036127589300834,-0.02865617884943384,0.0,-0.03938187908677542,0.22589575846745058,-0.03958946452850412,-0.03958946452850414,-0.03958946452850413,-0.04181433837626493,-0.01840773606039437,-0.030255793386169638,0.15932943162280724,-0.024773506025662775,0.0,-0.03213320173660482,0.08417172010806573,0.3472672359325066,-0.036127589300834005,-0.04417445748419775,-0.03528360464427178,-0.043243359279305796,0.09635924711923573,-0.01840773606039437,-0.05117254810659175,0.0018667115346546895,0.08244809715008257,-0.054129571014570395,-0.0504116613643964,-0.05810992313775043,0.03651097231589652,-0.05880141334162255,-0.04698536863711546,-0.03513934020604786,-0.05267182581745308,0.0,0.013576083888397705,-0.05984938661589746,0.15072089821840254,-0.06250700776524878,0.19503046323565792,-0.0459896406705443,-0.051172548106591755,-0.04181433837626492,-0.0469093830437855,0.029318304930850535,0.0,0.15932943162280724,-0.03213320173660481,0.018517402292860436,0.3052073359160409,-0.036127589300834026,-0.051172548106591755,-0.04181433837626492,-0.039381879086775415,-0.026133961485165568,-0.04745111375540672,0.0777536476352879,-0.039589464528504134,-0.01840773606039437,-0.03725117334728968,-0.04698536863711545,-0.03213320173660481,0.2534493683816182,-0.05123087438996456,-0.05701955233127032,0.20771408349248485,-0.04814061088098648,-0.03725117334728968,0.0,-0.01840773606039437,-0.01840773606039437,-0.03612758930083401,-0.057504262666045386,-0.050317458709398064,0.09871128899370556,0.0,-0.057504262666045386,-0.06356500647998839,-0.030893171454088243
